# 大きい,小さい
# 白鳥 > ペンギン > にわとり > ふくろう > すずめ
白鳥,1,ペンギン,2,にわとり,3,ふくろう,4,すずめ,5
# 可愛い,可愛くない
# ふくろう > ペンギン > すずめ > にわとり > 白鳥
ふくろう,1,ペンギン,2,すずめ,3,にわとり,4,白鳥,5
# ヘルシーだ,ヘルシーでない
# もやし > きゅうり > 白菜 > ナス > ほうれん草 > 玉ねぎ > かぼちゃ
もやし,1,きゅうり,2,白菜,3,ナス,4,ほうれん草,5,玉ねぎ,6,かぼちゃ,7
# 美味しい,不味い
# もやし > ほうれん草 > ナス > かぼちゃ > 玉ねぎ > 白菜 > きゅうり
もやし,1,ほうれん草,2,ナス,3,かぼちゃ,4,玉ねぎ,5,白菜,6,きゅうり,7
# 甘い,甘くない
# メロン > みかん > ぶどう > 柿 > りんご > イチゴ > さくらんぼ
メロン,1,みかん,2,ぶどう,3,柿,4,りんご,5,イチゴ,6,さくらんぼ,7
# 大きい,小さい
# メロン > ぶどう > りんご > 柿 > みかん > イチゴ > さくらんぼ
メロン,1,ぶどう,2,りんご,3,柿,4,みかん,5,イチゴ,6,さくらんぼ,7
# かしこい,ばかだ
# 犬 > 熊 > クジラ > ライオン > ネズミ
犬,1,熊,2,クジラ,3,ライオン,4,ネズミ,5
# 大きい,小さい
# クジラ > 熊 > ライオン > 犬 > ネズミ
クジラ,1,熊,2,ライオン,3,犬,4,ネズミ,5
# 上品だ,下品だ
# パール > オパール > ターコイズ > サファイア > ガーネット
パール,1,オパール,2,ターコイズ,3,サファイア,4,ガーネット,5
# 珍しい,珍しくない
# サファイア > ガーネット > ターコイズ > オパール > パール
サファイア,1,ガーネット,2,ターコイズ,3,オパール,4,パール,5
# 優雅だ,優雅でない
# ハープ > フルート > チェロ > クラリネット > ヴァイオリン
ハープ,1,フルート,2,チェロ,3,クラリネット,4,ヴァイオリン,5
# 心地よい,不快だ
# ハープ > フルート > ヴァイオリン > クラリネット > チェロ
ハープ,1,フルート,2,ヴァイオリン,3,クラリネット,4,チェロ,5
# 綺麗だ,醜い
# サクラ > 桔梗 > すずらん > たんぽぽ > ひまわり
サクラ,1,桔梗,2,すずらん,3,たんぽぽ,4,ひまわり,5
# 好きだ,嫌いだ
# サクラ > 桔梗 > すずらん > ひまわり > たんぽぽ
サクラ,1,桔梗,2,すずらん,3,ひまわり,4,たんぽぽ,5
# 美味しい,不味い
# ドトール > タリーズ > サンマルク = コメダ = ルノアール
ドトール,1,タリーズ,2,サンマルク,3,コメダ,3,ルノアール,3
# 高い,安い
# ルノアール > コメダ > タリーズ > サンマルク > ドトール
ルノアール,1,コメダ,2,タリーズ,3,サンマルク,4,ドトール,5
# 好調だ,不調だ
# 富士通 > キャノン > ソニー > エプソン > パナソニック > 東芝 > 日立製作所
富士通,1,キャノン,2,ソニー,3,エプソン,4,パナソニック,5,東芝,6,日立製作所,7
# 新しい,古い
# エプソン > キャノン > 富士通 > パナソニック > 東芝 > ソニー > 日立製作所
エプソン,1,キャノン,2,富士通,3,パナソニック,4,東芝,5,ソニー,6,日立製作所,7
# 裕福だ,貧乏だ
# アメリカ > 中国 > インド > イギリス > スペイン > ロシア > タイ
アメリカ,1,中国,2,インド,3,イギリス,4,スペイン,5,ロシア,6,タイ,7
# 広大だ,せまい
# ロシア > 中国 > アメリカ > インド > スペイン > タイ > イギリス
ロシア,1,中国,2,アメリカ,3,インド,4,スペイン,5,タイ,6,イギリス,7
# 暖かい,寒い
# インド > タイ > スペイン > 中国 > アメリカ > イギリス > ロシア
インド,1,タイ,2,スペイン,3,中国,4,アメリカ,5,イギリス,6,ロシア,7
# 好調だ,不調だ
# トヨタ > ホンダ > マツダ > ヤマハ > ダイハツ
トヨタ,1,ホンダ,2,マツダ,3,ヤマハ,4,ダイハツ,5
# 有名だ,無名だ
# トヨタ > ホンダ > マツダ > ヤマハ > ダイハツ
トヨタ,1,ホンダ,2,マツダ,3,ヤマハ,4,ダイハツ,5
# 美味しい,不味い
# 日本酒 > チューハイ > ハイボール > ビール > ウイスキー
日本酒,1,チューハイ,2,ハイボール,3,ビール,4,ウイスキー,5
# 高価だ,安価だ
# ウイスキー > 日本酒 > ビール > ハイボール > チューハイ
ウイスキー,1,日本酒,2,ビール,3,ハイボール,4,チューハイ,5
# 好きだ,嫌いだ
# チャーハン = ピザ = ハンバーガー > カレー > ラーメン
チャーハン,1,ピザ,1,ハンバーガー,1,カレー,4,ラーメン,5
# 脂っこい,脂っこくない
# ラーメン > ハンバーガー > カレー > ピザ > チャーハン
ラーメン,1,ハンバーガー,2,カレー,3,ピザ,4,チャーハン,5
# 高価だ,安価だ
# エアコン > 洗濯機 > カーナビ > カメラ > プリンタ
エアコン,1,洗濯機,2,カーナビ,3,カメラ,4,プリンタ,5
# うるさい,静かだ
# 洗濯機 > エアコン > プリンタ > カーナビ > カメラ
洗濯機,1,エアコン,2,プリンタ,3,カーナビ,4,カメラ,5
# 好きだ,嫌いだ
# 晴天 > 雨 > 雪 > 霧 > 雷 > 強風 > 霜
晴天,1,雨,2,雪,3,霧,4,雷,5,強風,6,霜,7
# 珍しい,珍しくない
# 霧 > 霜 > 雪 > 強風 > 雷 > 晴天 > 雨
霧,1,霜,2,雪,3,強風,4,雷,5,晴天,6,雨,7
# 好きだ,嫌いだ
# 豚肉 > 牛肉 > 鶏肉 > ラム肉 > 馬肉
豚肉,1,牛肉,2,鶏肉,3,ラム肉,4,馬肉,5
# 高価だ,安価だ
# 牛肉 > 馬肉 > ラム肉 > 豚肉 > 鶏肉
牛肉,1,馬肉,2,ラム肉,3,豚肉,4,鶏肉,5
# 有名だ,無名だ
# 銀閣寺 > 薬師寺 > 中尊寺 > 善光寺 > 増上寺 > 東寺
銀閣寺,1,薬師寺,2,中尊寺,3,善光寺,4,増上寺,5,東寺,6
# 立派だ,立派でない
# 薬師寺 > 東寺 > 中尊寺 > 善光寺 > 増上寺 > 銀閣寺
薬師寺,1,東寺,2,中尊寺,3,善光寺,4,増上寺,5,銀閣寺,6
# メジャーだ,マイナーだ
# 野球 > 相撲 > サッカー >> テニス > 卓球 > バレー > バスケ
野球,1,相撲,2,サッカー,3,テニス,4,卓球,5,バレー,6,バスケ,7
# 得意だ,苦手だ
# 卓球 > テニス > 野球 > バスケ > サッカー > バレー > 相撲
卓球,1,テニス,2,野球,3,バスケ,4,サッカー,5,バレー,6,相撲,7
# 快適だ,不快だ
# 電車 > バス > 新幹線 > タクシー > 飛行機
電車,1,バス,2,新幹線,3,タクシー,4,飛行機,5
# 速い,遅い
# 飛行機 > 新幹線 > タクシー > 電車 > バス
飛行機,1,新幹線,2,タクシー,3,電車,4,バス,5
# 安全だ,危険だ
