# 大きい,小さい
# 白鳥 >> ペンギン > ふくろう > にわとり >> すずめ
白鳥,1,ペンギン,2,ふくろう,3,にわとり,4,すずめ,5
# 可愛い,可愛くない
# すずめ = ふくろう > ペンギン >> 白鳥 > にわとり
すずめ,1,ふくろう,1,ペンギン,3,白鳥,4,にわとり,5
# ヘルシーだ,ヘルシーでない
# もやし > きゅうり > ナス > 玉ねぎ > 白菜 > ほうれん草 > かぼちゃ
もやし,1,きゅうり,2,ナス,3,玉ねぎ,4,白菜,5,ほうれん草,6,かぼちゃ,7
# 美味しい,不味い
# ほうれん草 > ナス > もやし > きゅうり > 玉ねぎ > 白菜 > かぼちゃ
ほうれん草,1,ナス,2,もやし,3,きゅうり,4,玉ねぎ,5,白菜,6,かぼちゃ,7
# 甘い,甘くない
# イチゴ > メロン > ぶどう > みかん = さくらんぼ > りんご > 柿
イチゴ,1,メロン,2,ぶどう,3,みかん,4,さくらんぼ,4,りんご,6,柿,7
# 大きい,小さい
# メロン >> りんご > ぶどう > 柿 > みかん > イチゴ > さくらんぼ
メロン,1,りんご,2,ぶどう,3,柿,4,みかん,5,イチゴ,6,さくらんぼ,7
# かしこい,ばかだ
# 犬 > クジラ > ライオン > 熊 > ネズミ
犬,1,クジラ,2,ライオン,3,熊,4,ネズミ,5
# 大きい,小さい
# クジラ >> 熊 > ライオン > 犬 >> ネズミ
クジラ,1,熊,2,ライオン,3,犬,4,ネズミ,5
# 上品だ,下品だ
# サファイア > ガーネット > オパール = ターコイズ > パール
サファイア,1,ガーネット,2,オパール,3,ターコイズ,3,パール,5
# 珍しい,珍しくない
# サファイア > ガーネット > オパール > ターコイズ >> パール
サファイア,1,ガーネット,2,オパール,3,ターコイズ,4,パール,5
# 優雅だ,優雅でない
# ハープ > チェロ > ヴァイオリン > フルート = クラリネット
ハープ,1,チェロ,2,ヴァイオリン,3,フルート,4,クラリネット,4
# 心地よい,不快だ
# ヴァイオリン > チェロ = ハープ > フルート > クラリネット
ヴァイオリン,1,チェロ,2,ハープ,2,フルート,4,クラリネット,5
# 綺麗だ,醜い
# 桔梗 > すずらん > サクラ >> ひまわり > たんぽぽ
桔梗,1,すずらん,2,サクラ,3,ひまわり,4,たんぽぽ,5
# 好きだ,嫌いだ
# すずらん > ひまわり = 桔梗 > たんぽぽ >> サクラ
すずらん,1,ひまわり,2,桔梗,2,たんぽぽ,4,サクラ,5
# 美味しい,不味い
# サンマルク > タリーズ >> コメダ > ルノアール > ドトール
サンマルク,1,タリーズ,2,コメダ,3,ルノアール,4,ドトール,5
# 高い,安い
# ルノアール > サンマルク > コメダ > タリーズ > ドトール
ルノアール,1,サンマルク,2,コメダ,3,タリーズ,4,ドトール,5
# 好調だ,不調だ
# ソニー > パナソニック > 日立製作所 > 東芝 > 富士通 > キャノン > エプソン
ソニー,1,パナソニック,2,日立製作所,3,東芝,4,富士通,5,キャノン,6,エプソン,7
# 新しい,古い
# ソニー > キャノン = エプソン > 富士通 > 日立製作所 > パナソニック > 東芝
ソニー,1,キャノン,2,エプソン,2,富士通,4,日立製作所,5,パナソニック,6,東芝,7
# 裕福だ,貧乏だ
# イギリス > アメリカ = 中国 > ロシア > インド > スペイン >> タイ
イギリス,1,アメリカ,2,中国,2,ロシア,4,インド,5,スペイン,6,タイ,7
# 広大だ,せまい
# ロシア >> アメリカ > 中国 > インド > スペイン > イギリス > タイ
ロシア,1,アメリカ,2,中国,3,インド,4,スペイン,5,イギリス,6,タイ,7
# 暖かい,寒い
# インド > タイ >> スペイン > 中国 > アメリカ > イギリス >> ロシア
インド,1,タイ,2,スペイン,3,中国,4,アメリカ,5,イギリス,6,ロシア,7
# 好調だ,不調だ
# トヨタ > ホンダ = マツダ >> ヤマハ > ダイハツ
トヨタ,1,ホンダ,2,マツダ,2,ヤマハ,4,ダイハツ,5
# 有名だ,無名だ
# トヨタ > ホンダ > マツダ > ヤマハ > ダイハツ
トヨタ,1,ホンダ,2,マツダ,3,ヤマハ,4,ダイハツ,5
# 美味しい,不味い
# ビール > チューハイ > ハイボール > ウイスキー > 日本酒
ビール,1,チューハイ,2,ハイボール,3,ウイスキー,4,日本酒,5
# 高価だ,安価だ
# 日本酒 >> ウイスキー > ハイボール > ビール >> チューハイ
日本酒,1,ウイスキー,2,ハイボール,3,ビール,4,チューハイ,5
# 好きだ,嫌いだ
# ハンバーガー = ラーメン > カレー > ピザ > チャーハン
ハンバーガー,1,ラーメン,1,カレー,3,ピザ,4,チャーハン,5
# 脂っこい,脂っこくない
# ピザ > ハンバーガー > チャーハン > ラーメン > カレー
ピザ,1,ハンバーガー,2,チャーハン,3,ラーメン,4,カレー,5
# 高価だ,安価だ
# エアコン > 洗濯機 >> カメラ > カーナビ > プリンタ
エアコン,1,洗濯機,2,カメラ,3,カーナビ,4,プリンタ,5
# うるさい,静かだ
# 洗濯機 >> プリンタ > エアコン > カーナビ > カメラ
洗濯機,1,プリンタ,2,エアコン,3,カーナビ,4,カメラ,5
# 好きだ,嫌いだ
# 晴天 >> 雨 > 霧 > 霜 > 雪 > 強風 > 雷
晴天,1,雨,2,霧,3,霜,4,雪,5,強風,6,雷,7
# 珍しい,珍しくない
# 霜 > 霧 > 強風 > 雪 > 雷 > 晴天 > 雨
霜,1,霧,2,強風,3,雪,4,雷,5,晴天,6,雨,7
# 好きだ,嫌いだ
# 鶏肉 > 豚肉 > 牛肉 > ラム肉 = 馬肉
鶏肉,1,豚肉,2,牛肉,3,ラム肉,4,馬肉,4
# 高価だ,安価だ
# 牛肉 > 馬肉 >> ラム肉 > 豚肉 > 鶏肉
牛肉,1,馬肉,2,ラム肉,3,豚肉,4,鶏肉,5
# 有名だ,無名だ
# 銀閣寺 > 薬師寺 > 中尊寺 > 東寺 > 善光寺 > 増上寺
銀閣寺,1,薬師寺,2,中尊寺,3,東寺,4,善光寺,5,増上寺,6
# 立派だ,立派でない
# 中尊寺 > 薬師寺 > 東寺 > 善光寺 > 増上寺 > 銀閣寺
中尊寺,1,薬師寺,2,東寺,3,善光寺,4,増上寺,5,銀閣寺,6
# メジャーだ,マイナーだ
# サッカー > 野球 > 相撲 >> テニス > バレー > バスケ > 卓球
サッカー,1,野球,2,相撲,3,テニス,4,バレー,5,バスケ,6,卓球,7
# 得意だ,苦手だ
# サッカー > 野球 > 卓球 > バスケ > テニス > バレー >> 相撲
サッカー,1,野球,2,卓球,3,バスケ,4,テニス,5,バレー,6,相撲,7
# 快適だ,不快だ
# 新幹線 > 飛行機 > タクシー >> 電車 > バス
新幹線,1,飛行機,2,タクシー,3,電車,4,バス,5
# 速い,遅い
# 飛行機 >> 新幹線 > 電車 > タクシー > バス
