# 大きい,小さい
# 白鳥 > ペンギン > にわとり > ふくろう >> すずめ
白鳥,1,ペンギン,2,にわとり,3,ふくろう,4,すずめ,5
# 可愛い,可愛くない
# すずめ > ふくろう > ペンギン > 白鳥 > にわとり
すずめ,1,ふくろう,2,ペンギン,3,白鳥,4,にわとり,5
# ヘルシーだ,ヘルシーでない
# ほうれん草 = きゅうり = もやし = 玉ねぎ = 白菜 > かぼちゃ = ナス
ほうれん草,1,きゅうり,1,もやし,1,玉ねぎ,1,白菜,1,かぼちゃ,6,ナス,6
# 美味しい,不味い
# ほうれん草 = もやし > きゅうり = ナス = 玉ねぎ > 白菜 = かぼちゃ
ほうれん草,1,もやし,1,きゅうり,3,ナス,3,玉ねぎ,3,白菜,6,かぼちゃ,6
# 甘い,甘くない
# メロン = さくらんぼ = 柿 = ぶどう > りんご > みかん > イチゴ
メロン,1,さくらんぼ,1,柿,1,ぶどう,1,りんご,5,みかん,6,イチゴ,7
# 大きい,小さい
# メロン > りんご > みかん = 柿 > イチゴ > さくらんぼ = ぶどう
メロン,1,りんご,2,みかん,3,柿,3,イチゴ,5,さくらんぼ,6,ぶどう,6
# かしこい,ばかだ
# クジラ > 犬 = 熊 = ネズミ = ライオン
クジラ,1,犬,2,熊,2,ネズミ,2,ライオン,2
# 大きい,小さい
# クジラ >> 熊 > ライオン > 犬 >> ネズミ
クジラ,1,熊,2,ライオン,3,犬,4,ネズミ,5
# 上品だ,下品だ
# パール = サファイア = オパール = ガーネット > ターコイズ
パール,1,サファイア,1,オパール,1,ガーネット,1,ターコイズ,5
# 珍しい,珍しくない
# サファイア = オパール = ガーネット > パール = ターコイズ
サファイア,1,オパール,1,ガーネット,1,パール,4,ターコイズ,4
# 優雅だ,優雅でない
# フルート > ヴァイオリン > クラリネット > ハープ > チェロ
フルート,1,ヴァイオリン,2,クラリネット,3,ハープ,4,チェロ,5
# 心地よい,不快だ
# ハープ > フルート > ヴァイオリン > クラリネット > チェロ
ハープ,1,フルート,2,ヴァイオリン,3,クラリネット,4,チェロ,5
# 綺麗だ,醜い
# ひまわり = 桔梗 = すずらん > たんぽぽ > サクラ
ひまわり,1,桔梗,1,すずらん,1,たんぽぽ,4,サクラ,5
# 好きだ,嫌いだ
# ひまわり > サクラ = 桔梗 > すずらん = たんぽぽ
ひまわり,1,サクラ,2,桔梗,2,すずらん,4,たんぽぽ,4
# 美味しい,不味い
# ルノアール >> サンマルク = タリーズ > ドトール = コメダ
ルノアール,1,サンマルク,2,タリーズ,2,ドトール,4,コメダ,4
# 高い,安い
# ルノアール > タリーズ > サンマルク = コメダ > ドトール
ルノアール,1,タリーズ,2,サンマルク,3,コメダ,3,ドトール,5
# 好調だ,不調だ
# ソニー = 富士通 = キャノン = エプソン = 日立製作所 > パナソニック = 東芝
ソニー,1,富士通,1,キャノン,1,エプソン,1,日立製作所,1,パナソニック,6,東芝,6
# 新しい,古い
# エプソン > ソニー > 富士通 > パナソニック = 東芝 = キャノン = 日立製作所
エプソン,1,ソニー,2,富士通,3,パナソニック,4,東芝,4,キャノン,4,日立製作所,4
# 裕福だ,貧乏だ
# イギリス = アメリカ > 中国 > ロシア = スペイン > タイ = インド
イギリス,1,アメリカ,1,中国,3,ロシア,4,スペイン,4,タイ,6,インド,6
# 広大だ,せまい
# ロシア > アメリカ > 中国 > インド > スペイン > タイ > イギリス
ロシア,1,アメリカ,2,中国,3,インド,4,スペイン,5,タイ,6,イギリス,7
# 暖かい,寒い
# タイ = インド > 中国 > スペイン > アメリカ > イギリス > ロシア
タイ,1,インド,1,中国,3,スペイン,4,アメリカ,5,イギリス,6,ロシア,7
# 好調だ,不調だ
# トヨタ = ダイハツ > ヤマハ > ホンダ = マツダ
トヨタ,1,ダイハツ,1,ヤマハ,3,ホンダ,4,マツダ,4
# 有名だ,無名だ
# トヨタ = ホンダ > マツダ > ヤマハ > ダイハツ
トヨタ,1,ホンダ,1,マツダ,3,ヤマハ,4,ダイハツ,5
# 美味しい,不味い
# ビール > ハイボール = チューハイ = ウイスキー > 日本酒
ビール,1,ハイボール,2,チューハイ,2,ウイスキー,2,日本酒,5
# 高価だ,安価だ
# ウイスキー > 日本酒 > ハイボール = ビール = チューハイ
ウイスキー,1,日本酒,2,ハイボール,3,ビール,3,チューハイ,3
# 好きだ,嫌いだ
# チャーハン > ハンバーガー > ピザ > ラーメン = カレー
チャーハン,1,ハンバーガー,2,ピザ,3,ラーメン,4,カレー,4
# 脂っこい,脂っこくない
# ラーメン = カレー > ハンバーガー = チャーハン = ピザ
ラーメン,1,カレー,1,ハンバーガー,3,チャーハン,3,ピザ,3
# 高価だ,安価だ
# 洗濯機 = エアコン > カメラ > プリンタ > カーナビ
洗濯機,1,エアコン,1,カメラ,3,プリンタ,4,カーナビ,5
# うるさい,静かだ
# 洗濯機 = エアコン > プリンタ = カーナビ > カメラ
洗濯機,1,エアコン,1,プリンタ,3,カーナビ,3,カメラ,5
# 好きだ,嫌いだ
# 晴天 > 雷 = 霧 = 霜 > 雪 = 強風 > 雨
晴天,1,雷,2,霧,2,霜,2,雪,5,強風,5,雨,7
# 珍しい,珍しくない
# 雨 = 雪 = 晴天 > 強風 = 霜 = 霧 > 雷
雨,1,雪,1,晴天,1,強風,4,霜,4,霧,4,雷,7
# 好きだ,嫌いだ
# 牛肉 > 豚肉 > ラム肉 = 馬肉 > 鶏肉
牛肉,1,豚肉,2,ラム肉,3,馬肉,3,鶏肉,5
# 高価だ,安価だ
# ラム肉 = 馬肉 > 牛肉 > 豚肉 > 鶏肉
ラム肉,1,馬肉,1,牛肉,3,豚肉,4,鶏肉,5
# 有名だ,無名だ
# 銀閣寺 > 薬師寺 = 中尊寺 > 増上寺 = 東寺 = 善光寺
銀閣寺,1,薬師寺,2,中尊寺,2,増上寺,4,東寺,4,善光寺,4
# 立派だ,立派でない
# 薬師寺 = 中尊寺 = 東寺 = 銀閣寺 > 善光寺 = 増上寺
薬師寺,1,中尊寺,1,東寺,1,銀閣寺,1,善光寺,5,増上寺,5
# メジャーだ,マイナーだ
# サッカー > テニス >> バスケ = 野球 > 卓球 = バレー > 相撲
サッカー,1,テニス,2,バスケ,3,野球,3,卓球,5,バレー,5,相撲,7
# 得意だ,苦手だ
# 卓球 >> テニス > サッカー = 野球 > バスケ = バレー >> 相撲
卓球,1,テニス,2,サッカー,3,野球,3,バスケ,5,バレー,5,相撲,7
# 快適だ,不快だ
# 飛行機 > 新幹線 = 電車 > タクシー = バス
飛行機,1,新幹線,2,電車,2,タクシー,4,バス,4
# 速い,遅い
# 飛行機 > 新幹線 > タクシー > 電車 > バス
飛行機,1,新幹線,2,タクシー,3,電車,4,バス,5
