# 大きい,小さい
# ペンギン > 白鳥 > にわとり > ふくろう > すずめ
ペンギン,1,白鳥,2,にわとり,3,ふくろう,4,すずめ,5
# 可愛い,可愛くない
# ペンギン >> 白鳥 > ふくろう > すずめ > にわとり
ペンギン,1,白鳥,2,ふくろう,3,すずめ,4,にわとり,5
# ヘルシーだ,ヘルシーでない
# もやし > 玉ねぎ > ほうれん草 > きゅうり > 白菜 > ナス > かぼちゃ
もやし,1,玉ねぎ,2,ほうれん草,3,きゅうり,4,白菜,5,ナス,6,かぼちゃ,7
# 美味しい,不味い
# きゅうり > 白菜 > ほうれん草 > ナス > かぼちゃ > もやし > 玉ねぎ
きゅうり,1,白菜,2,ほうれん草,3,ナス,4,かぼちゃ,5,もやし,6,玉ねぎ,7
# 甘い,甘くない
# メロン > ぶどう > 柿 > りんご > みかん > さくらんぼ > イチゴ
メロン,1,ぶどう,2,柿,3,りんご,4,みかん,5,さくらんぼ,6,イチゴ,7
# 大きい,小さい
# メロン > ぶどう > りんご > みかん > 柿 > イチゴ > さくらんぼ
メロン,1,ぶどう,2,りんご,3,みかん,4,柿,5,イチゴ,6,さくらんぼ,7
# かしこい,ばかだ
# 犬 > ライオン > 熊 > クジラ > ネズミ
犬,1,ライオン,2,熊,3,クジラ,4,ネズミ,5
# 大きい,小さい
# クジラ > 熊 > ライオン >> 犬 > ネズミ
クジラ,1,熊,2,ライオン,3,犬,4,ネズミ,5
# 上品だ,下品だ
# パール > サファイア > オパール > ガーネット > ターコイズ
パール,1,サファイア,2,オパール,3,ガーネット,4,ターコイズ,5
# 珍しい,珍しくない
# ガーネット > ターコイズ > オパール > サファイア > パール
ガーネット,1,ターコイズ,2,オパール,3,サファイア,4,パール,5
# 優雅だ,優雅でない
# ハープ >> フルート > クラリネット > ヴァイオリン > チェロ
ハープ,1,フルート,2,クラリネット,3,ヴァイオリン,4,チェロ,5
# 心地よい,不快だ
# ハープ > フルート > クラリネット > ヴァイオリン > チェロ
ハープ,1,フルート,2,クラリネット,3,ヴァイオリン,4,チェロ,5
# 綺麗だ,醜い
# サクラ > ひまわり > すずらん > たんぽぽ > 桔梗
サクラ,1,ひまわり,2,すずらん,3,たんぽぽ,4,桔梗,5
# 好きだ,嫌いだ
# サクラ > ひまわり > たんぽぽ > すずらん > 桔梗
サクラ,1,ひまわり,2,たんぽぽ,3,すずらん,4,桔梗,5
# 美味しい,不味い
# ドトール > コメダ > タリーズ > サンマルク > ルノアール
ドトール,1,コメダ,2,タリーズ,3,サンマルク,4,ルノアール,5
# 高い,安い
# ルノアール > サンマルク > タリーズ > コメダ > ドトール
ルノアール,1,サンマルク,2,タリーズ,3,コメダ,4,ドトール,5
# 好調だ,不調だ
# エプソン > キャノン > 日立製作所 > 富士通 > パナソニック > ソニー > 東芝
エプソン,1,キャノン,2,日立製作所,3,富士通,4,パナソニック,5,ソニー,6,東芝,7
# 新しい,古い
# ソニー > キャノン > エプソン > パナソニック > 富士通 > 東芝 > 日立製作所
