# 大きい,小さい
# 白鳥 > ペンギン > にわとり > ふくろう > すずめ
白鳥,1,ペンギン,2,にわとり,3,ふくろう,4,すずめ,5
# 可愛い,可愛くない
# ペンギン > ふくろう > すずめ > にわとり = 白鳥
ペンギン,1,ふくろう,2,すずめ,3,にわとり,4,白鳥,4
# ヘルシーだ,ヘルシーでない
# ほうれん草 > かぼちゃ > 玉ねぎ > 白菜 > ナス = もやし > きゅうり
ほうれん草,1,かぼちゃ,2,玉ねぎ,3,白菜,4,ナス,5,もやし,5,きゅうり,7
# 美味しい,不味い
# ほうれん草 > 白菜 > きゅうり = もやし > 玉ねぎ > かぼちゃ > ナス
ほうれん草,1,白菜,2,きゅうり,3,もやし,3,玉ねぎ,5,かぼちゃ,6,ナス,7
# 甘い,甘くない
# メロン > 柿 > さくらんぼ > ぶどう > りんご > みかん > イチゴ
メロン,1,柿,2,さくらんぼ,3,ぶどう,4,りんご,5,みかん,6,イチゴ,7
# 大きい,小さい
# メロン > りんご > みかん > 柿 > イチゴ > ぶどう > さくらんぼ
メロン,1,りんご,2,みかん,3,柿,4,イチゴ,5,ぶどう,6,さくらんぼ,7
# かしこい,ばかだ
# 犬 > クジラ > 熊 > ライオン > ネズミ
犬,1,クジラ,2,熊,3,ライオン,4,ネズミ,5
# 大きい,小さい
# クジラ >> 熊 > ライオン > 犬 >> ネズミ
クジラ,1,熊,2,ライオン,3,犬,4,ネズミ,5
# 上品だ,下品だ
# パール > サファイア = オパール = ガーネット > ターコイズ
パール,1,サファイア,2,オパール,2,ガーネット,2,ターコイズ,5
# 珍しい,珍しくない
# サファイア = オパール = ガーネット > パール > ターコイズ
サファイア,1,オパール,1,ガーネット,1,パール,4,ターコイズ,5
# 優雅だ,優雅でない
# ハープ > フルート > ヴァイオリン > チェロ = クラリネット
ハープ,1,フルート,2,ヴァイオリン,3,チェロ,4,クラリネット,4
# 心地よい,不快だ
# ハープ > フルート > チェロ = ヴァイオリン = クラリネット
ハープ,1,フルート,2,チェロ,3,ヴァイオリン,3,クラリネット,3
# 綺麗だ,醜い
# サクラ > 桔梗 > すずらん > たんぽぽ > ひまわり
サクラ,1,桔梗,2,すずらん,3,たんぽぽ,4,ひまわり,5
# 好きだ,嫌いだ
# サクラ > ひまわり > たんぽぽ > すずらん > 桔梗
サクラ,1,ひまわり,2,たんぽぽ,3,すずらん,4,桔梗,5
# 美味しい,不味い
# タリーズ > コメダ = ルノアール > ドトール > サンマルク
タリーズ,1,コメダ,2,ルノアール,2,ドトール,4,サンマルク,5
# 高い,安い
# ルノアール > コメダ > サンマルク > ドトール = タリーズ
ルノアール,1,コメダ,2,サンマルク,3,ドトール,4,タリーズ,4
# 好調だ,不調だ
# キャノン > パナソニック > 日立製作所 > ソニー > 東芝 = 富士通 = エプソン
キャノン,1,パナソニック,2,日立製作所,3,ソニー,4,東芝,5,富士通,5,エプソン,5
# 新しい,古い
# エプソン > 富士通 > キャノン = ソニー > パナソニック > 東芝 > 日立製作所
エプソン,1,富士通,2,キャノン,3,ソニー,3,パナソニック,5,東芝,6,日立製作所,7
# 裕福だ,貧乏だ
# アメリカ > イギリス > 中国 > スペイン > タイ > ロシア > インド
アメリカ,1,イギリス,2,中国,3,スペイン,4,タイ,5,ロシア,6,インド,7
# 広大だ,せまい
# ロシア > 中国 > アメリカ > インド > スペイン > タイ > イギリス
ロシア,1,中国,2,アメリカ,3,インド,4,スペイン,5,タイ,6,イギリス,7
# 暖かい,寒い
# インド > タイ > スペイン > アメリカ > 中国 > イギリス >> ロシア
インド,1,タイ,2,スペイン,3,アメリカ,4,中国,5,イギリス,6,ロシア,7
# 好調だ,不調だ
# トヨタ > ホンダ = ヤマハ > マツダ > ダイハツ
トヨタ,1,ホンダ,2,ヤマハ,2,マツダ,4,ダイハツ,5
# 有名だ,無名だ
# トヨタ > ホンダ > マツダ > ダイハツ > ヤマハ
トヨタ,1,ホンダ,2,マツダ,3,ダイハツ,4,ヤマハ,5
# 美味しい,不味い
# チューハイ > 日本酒 > ビール > ハイボール = ウイスキー
チューハイ,1,日本酒,2,ビール,3,ハイボール,4,ウイスキー,4
# 高価だ,安価だ
# ウイスキー > 日本酒 > ビール > ハイボール > チューハイ
ウイスキー,1,日本酒,2,ビール,3,ハイボール,4,チューハイ,5
# 好きだ,嫌いだ
# ラーメン = カレー = ピザ > チャーハン > ハンバーガー
ラーメン,1,カレー,1,ピザ,1,チャーハン,4,ハンバーガー,5
# 脂っこい,脂っこくない
# ラーメン > ハンバーガー > ピザ = チャーハン > カレー
ラーメン,1,ハンバーガー,2,ピザ,3,チャーハン,3,カレー,5
# 高価だ,安価だ
# エアコン > 洗濯機 > カメラ > カーナビ > プリンタ
エアコン,1,洗濯機,2,カメラ,3,カーナビ,4,プリンタ,5
# うるさい,静かだ
# 洗濯機 >> プリンタ > カーナビ > カメラ > エアコン
洗濯機,1,プリンタ,2,カーナビ,3,カメラ,4,エアコン,5
# 好きだ,嫌いだ
# 晴天 >> 霧 > 霜 > 雪 > 雨 > 雷 > 強風
晴天,1,霧,2,霜,3,雪,4,雨,5,雷,6,強風,7
# 珍しい,珍しくない
# 雪 > 霜 > 強風 > 雷 > 霧 > 晴天 > 雨
雪,1,霜,2,強風,3,雷,4,霧,5,晴天,6,雨,7
# 好きだ,嫌いだ
# 牛肉 > 豚肉 > 鶏肉 > ラム肉 >> 馬肉
牛肉,1,豚肉,2,鶏肉,3,ラム肉,4,馬肉,5
# 高価だ,安価だ
# 牛肉 > ラム肉 > 豚肉 > 馬肉 > 鶏肉
牛肉,1,ラム肉,2,豚肉,3,馬肉,4,鶏肉,5
# 有名だ,無名だ
# 銀閣寺 > 薬師寺 > 善光寺 > 東寺 > 中尊寺 = 増上寺
銀閣寺,1,薬師寺,2,善光寺,3,東寺,4,中尊寺,5,増上寺,5
# 立派だ,立派でない
# 薬師寺 > 東寺 > 銀閣寺 > 増上寺 = 善光寺 > 中尊寺
薬師寺,1,東寺,2,銀閣寺,3,増上寺,4,善光寺,4,中尊寺,6
# メジャーだ,マイナーだ
# サッカー = 野球 > 相撲 > バレー > テニス > バスケ > 卓球
サッカー,1,野球,1,相撲,3,バレー,4,テニス,5,バスケ,6,卓球,7
# 得意だ,苦手だ
# 卓球 > テニス > サッカー > バレー > 野球 > 相撲 > バスケ
卓球,1,テニス,2,サッカー,3,バレー,4,野球,5,相撲,6,バスケ,7
# 快適だ,不快だ
# 新幹線 > タクシー > 飛行機 > 電車 > バス
新幹線,1,タクシー,2,飛行機,3,電車,4,バス,5
# 速い,遅い
# 飛行機 >> 新幹線 > 電車 > タクシー > バス
飛行機,1,新幹線,2,電車,3,タクシー,4,バス,5
# 安全だ,危険だ
# 新幹線 > 電車 > バス > 飛行機 > タクシー
新幹線,1,電車,2,バス,3,飛行機,4,タクシー,5
# 可愛い,可愛くない
# 北乃きい > 南明奈 > 吹石一恵 > 釈由美子 > 梨花 = 優香 > 友近
北乃きい,1,南明奈,2,吹石一恵,3,釈由美子,4,梨花,5,優香,5,友近,7
# 面白い,つまらない
# 友近 > 釈由美子 = 梨花 = 優香 > 南明奈 > 吹石一恵 > 北乃きい
友近,1,釈由美子,2,梨花,2,優香,2,南明奈,5,吹石一恵,6,北乃きい,7
# 甘い,甘くない
# チョコレートケーキ > ショートケーキ > ロールケーキ > シフォンケーキ > チーズケーキ
チョコレートケーキ,1,ショートケーキ,2,ロールケーキ,3,シフォンケーキ,4,チーズケーキ,5
# 好きだ,嫌いだ
# チーズケーキ > チョコレートケーキ > シフォンケーキ > ショートケーキ > ロールケーキ
チーズケーキ,1,チョコレートケーキ,2,シフォンケーキ,3,ショートケーキ,4,ロールケーキ,5
# 美味しい,不味い
# カステラ > スコーン > マカロン > ベーグル > マフィン
カステラ,1,スコーン,2,マカロン,3,ベーグル,4,マフィン,5
# おしゃれだ,おしゃれでない
# マカロン > ベーグル > スコーン > マフィン > カステラ
マカロン,1,ベーグル,2,スコーン,3,マフィン,4,カステラ,5
# 美味しい,不味い
# ココア > オレンジジュース > 紅茶 = 緑茶 > 抹茶
ココア,1,オレンジジュース,2,紅茶,3,緑茶,3,抹茶,5
# 好きだ,嫌いだ
# 讃岐うどん > カツカレー > お好み焼き > 牛タン > 串かつ
讃岐うどん,1,カツカレー,2,お好み焼き,3,牛タン,4,串かつ,5
# 高価だ,安価だ
# 牛タン > カツカレー > お好み焼き > 串かつ > 讃岐うどん
牛タン,1,カツカレー,2,お好み焼き,3,串かつ,4,讃岐うどん,5
# 暖かい,寒い
# 沖縄 > 福岡 > 大阪 = 神戸 > 名古屋 > 東京 >> 札幌
沖縄,1,福岡,2,大阪,3,神戸,3,名古屋,5,東京,6,札幌,7
# 遠い,近い
# 沖縄 > 札幌 > 東京 > 名古屋 > 福岡 > 大阪 > 神戸
沖縄,1,札幌,2,東京,3,名古屋,4,福岡,5,大阪,6,神戸,7
# ヘルシーだ,ヘルシーでない
# スペイン料理 > インド料理 > タイ料理 = 韓国料理 > 中華料理
スペイン料理,1,インド料理,2,タイ料理,3,韓国料理,3,中華料理,5
# 辛い,辛くない
# インド料理 > 韓国料理 > タイ料理 > 中華料理 > スペイン料理
インド料理,1,韓国料理,2,タイ料理,3,中華料理,4,スペイン料理,5
# 優秀だ,優秀でない
# 宇宙飛行士 > 医師 > 科学者 > 警察官 > 作曲者
宇宙飛行士,1,医師,2,科学者,3,警察官,4,作曲者,5
# 過酷だ,過酷でない
# 宇宙飛行士 > 警察官 > 医師 > 科学者 > 作曲者
宇宙飛行士,1,警察官,2,医師,3,科学者,4,作曲者,5
# 面白い,つまらない
# スター・ウォーズ > となりのトトロ = 風の谷のナウシカ > 不思議の国のアリス > 美女と野獣
スター・ウォーズ,1,となりのトトロ,2,風の谷のナウシカ,2,不思議の国のアリス,4,美女と野獣,5
# 新しい,古い
# 美女と野獣 > となりのトトロ > 風の谷のナウシカ > スター・ウォーズ > 不思議の国のアリス
美女と野獣,1,となりのトトロ,2,風の谷のナウシカ,3,スター・ウォーズ,4,不思議の国のアリス,5
# 必須だ,無駄だ
# 英語 = 数学 = 国語 > 世界史 > 体育
英語,1,数学,1,国語,1,世界史,4,体育,5
# 簡単だ,難しい
# 体育 > 世界史 > 国語 > 英語 > 数学
体育,1,世界史,2,国語,3,英語,4,数学,5
# 楽しい,楽しくない
# サーフィン > 釣り > ドライブ > 読書 > BBQ > ジョギング
サーフィン,1,釣り,2,ドライブ,3,読書,4,BBQ,5,ジョギング,6
# 有意義だ,有意義でない
# ジョギング > 読書 > 釣り > サーフィン > BBQ > ドライブ
ジョギング,1,読書,2,釣り,3,サーフィン,4,BBQ,5,ドライブ,6
# 手軽だ,手軽でない
# ジョギング > 読書 > BBQ > ドライブ > 釣り = サーフィン
ジョギング,1,読書,2,BBQ,3,ドライブ,4,釣り,5,サーフィン,5
# 面白い,つまらない
# ニコ動 > Youtube > Twitter > インスタグラム > Facebook
ニコ動,1,Youtube,2,Twitter,3,インスタグラム,4,Facebook,5
# 便利だ,便利でない
# Twitter > Youtube > Facebook > インスタグラム = ニコ動
Twitter,1,Youtube,2,Facebook,3,インスタグラム,4,ニコ動,4
# 面白い,つまらない
# ドラゴンボール > ジョジョ >> セーラームーン > GTO > プリキュア > エヴァ
ドラゴンボール,1,ジョジョ,2,セーラームーン,3,GTO,4,プリキュア,5,エヴァ,6
# 若い,若くない
# 安倍晋三 > 鳩山由紀夫 > 小泉純一郎 > 麻生太郎 >> 田中角栄
安倍晋三,1,鳩山由紀夫,2,小泉純一郎,3,麻生太郎,4,田中角栄,5
# 好きだ,嫌いだ
# 田中角栄 > 安倍晋三 > 麻生太郎 > 小泉純一郎 > 鳩山由紀夫
田中角栄,1,安倍晋三,2,麻生太郎,3,小泉純一郎,4,鳩山由紀夫,5
# 好調だ,不調だ
# グーグル > マイクロソフト > ヤフー > アップル > サムスン
グーグル,1,マイクロソフト,2,ヤフー,3,アップル,4,サムスン,5
# 不可欠だ,不要だ
# マイクロソフト > グーグル > ヤフー > サムスン > アップル
マイクロソフト,1,グーグル,2,ヤフー,3,サムスン,4,アップル,5
# 偉大だ,偉大でない
# エジソン = ニュートン > 坂本龍馬 > 聖徳太子 > 宮沢賢治
エジソン,1,ニュートン,1,坂本龍馬,3,聖徳太子,4,宮沢賢治,5
# 好きだ,嫌いだ
# 宮沢賢治 > 聖徳太子 > エジソン = ニュートン > 坂本龍馬
宮沢賢治,1,聖徳太子,2,エジソン,3,ニュートン,3,坂本龍馬,5
# 面白い,つまらない
# 明石家さんま = タモリ = 島田紳助 > 所ジョージ > ビートたけし
明石家さんま,1,タモリ,1,島田紳助,1,所ジョージ,4,ビートたけし,5
# 若い,若くない
# 所ジョージ > 島田紳助 > 明石家さんま > タモリ > ビートたけし
所ジョージ,1,島田紳助,2,明石家さんま,3,タモリ,4,ビートたけし,5
# 貴重だ,貴重でない
# 出雲大社 > 大阪城 > 皇居 > 琵琶湖 > 通天閣
出雲大社,1,大阪城,2,皇居,3,琵琶湖,4,通天閣,5
# 新しい,古い
# 江戸時代 > 鎌倉時代 > 奈良時代 > 平安時代 > 弥生時代
江戸時代,1,鎌倉時代,2,奈良時代,3,平安時代,4,弥生時代,5
# 長い,短い
# 江戸時代 > 弥生時代 > 奈良時代 > 平安時代 > 鎌倉時代
江戸時代,1,弥生時代,2,奈良時代,3,平安時代,4,鎌倉時代,5
# 重要だ,重要でない
# ルックス > 優しさ > 話し方 > 髪型 = 服装
ルックス,1,優しさ,2,話し方,3,髪型,4,服装,4
# 若い,若くない
# 羽生結弦 > 錦織圭 > ダルビッシュ > 内村航平 >> イチロー
羽生結弦,1,錦織圭,2,ダルビッシュ,3,内村航平,4,イチロー,5
# 素晴らしい,素晴らしくない
# イチロー >> 内村航平 > 錦織圭 > 羽生結弦 > ダルビッシュ
イチロー,1,内村航平,2,錦織圭,3,羽生結弦,4,ダルビッシュ,5
