# 大きい,小さい
# ペンギン > 白鳥 > にわとり = ふくろう > すずめ
ペンギン,1,白鳥,2,にわとり,3,ふくろう,3,すずめ,5
# 可愛い,可愛くない
# にわとり > すずめ > ペンギン > ふくろう > 白鳥
にわとり,1,すずめ,2,ペンギン,3,ふくろう,4,白鳥,5
# ヘルシーだ,ヘルシーでない
# きゅうり = もやし > ほうれん草 = 玉ねぎ = 白菜 = ナス > かぼちゃ
きゅうり,1,もやし,1,ほうれん草,3,玉ねぎ,3,白菜,3,ナス,3,かぼちゃ,7
# 美味しい,不味い
# 玉ねぎ > かぼちゃ > ほうれん草 = きゅうり > もやし = 白菜 = ナス
玉ねぎ,1,かぼちゃ,2,ほうれん草,3,きゅうり,3,もやし,5,白菜,5,ナス,5
# 甘い,甘くない
# メロン > イチゴ > みかん = りんご = さくらんぼ = 柿 = ぶどう
メロン,1,イチゴ,2,みかん,3,りんご,3,さくらんぼ,3,柿,3,ぶどう,3
# 大きい,小さい
# メロン > りんご > みかん > 柿 > ぶどう > イチゴ > さくらんぼ
メロン,1,りんご,2,みかん,3,柿,4,ぶどう,5,イチゴ,6,さくらんぼ,7
# かしこい,ばかだ
# ネズミ > クジラ > 犬 > 熊 > ライオン
ネズミ,1,クジラ,2,犬,3,熊,4,ライオン,5
# 大きい,小さい
# クジラ > ライオン > 熊 > 犬 > ネズミ
クジラ,1,ライオン,2,熊,3,犬,4,ネズミ,5
# 上品だ,下品だ
# パール = サファイア = オパール > ガーネット = ターコイズ
パール,1,サファイア,1,オパール,1,ガーネット,4,ターコイズ,4
# 珍しい,珍しくない
# サファイア > オパール > パール > ガーネット > ターコイズ
サファイア,1,オパール,2,パール,3,ガーネット,4,ターコイズ,5
# 優雅だ,優雅でない
# ヴァイオリン > クラリネット > ハープ > チェロ > フルート
ヴァイオリン,1,クラリネット,2,ハープ,3,チェロ,4,フルート,5
# 心地よい,不快だ
# フルート > チェロ > ハープ > ヴァイオリン > クラリネット
フルート,1,チェロ,2,ハープ,3,ヴァイオリン,4,クラリネット,5
# 綺麗だ,醜い
# サクラ = ひまわり > 桔梗 = すずらん = たんぽぽ
サクラ,1,ひまわり,1,桔梗,3,すずらん,3,たんぽぽ,3
# 好きだ,嫌いだ
# サクラ > ひまわり > 桔梗 > たんぽぽ > すずらん
サクラ,1,ひまわり,2,桔梗,3,たんぽぽ,4,すずらん,5
# 美味しい,不味い
# ドトール > サンマルク > タリーズ > コメダ > ルノアール
ドトール,1,サンマルク,2,タリーズ,3,コメダ,4,ルノアール,5
# 高い,安い
# コメダ > タリーズ > ルノアール > ドトール = サンマルク
コメダ,1,タリーズ,2,ルノアール,3,ドトール,4,サンマルク,4
# 好調だ,不調だ
# ソニー > パナソニック > 東芝 > 富士通 > キャノン > エプソン > 日立製作所
ソニー,1,パナソニック,2,東芝,3,富士通,4,キャノン,5,エプソン,6,日立製作所,7
# 新しい,古い
# ソニー > パナソニック > 東芝 > 富士通 > キャノン > 日立製作所 > エプソン
ソニー,1,パナソニック,2,東芝,3,富士通,4,キャノン,5,日立製作所,6,エプソン,7
# 裕福だ,貧乏だ
# アメリカ > イギリス > ロシア > インド > スペイン > 中国 > タイ
アメリカ,1,イギリス,2,ロシア,3,インド,4,スペイン,5,中国,6,タイ,7
# 広大だ,せまい
# ロシア > アメリカ > 中国 > インド > タイ = イギリス = スペイン
ロシア,1,アメリカ,2,中国,3,インド,4,タイ,5,イギリス,5,スペイン,5
# 暖かい,寒い
# インド > タイ > アメリカ > スペイン > イギリス > 中国 > ロシア
インド,1,タイ,2,アメリカ,3,スペイン,4,イギリス,5,中国,6,ロシア,7
# 好調だ,不調だ
# トヨタ > ホンダ > ヤマハ > マツダ > ダイハツ
トヨタ,1,ホンダ,2,ヤマハ,3,マツダ,4,ダイハツ,5
# 有名だ,無名だ
# トヨタ > ホンダ > ヤマハ = マツダ = ダイハツ
トヨタ,1,ホンダ,2,ヤマハ,3,マツダ,3,ダイハツ,3
# 美味しい,不味い
# ハイボール > ビール > チューハイ > ウイスキー > 日本酒
ハイボール,1,ビール,2,チューハイ,3,ウイスキー,4,日本酒,5
# 高価だ,安価だ
# ウイスキー > 日本酒 > ハイボール > ビール > チューハイ
ウイスキー,1,日本酒,2,ハイボール,3,ビール,4,チューハイ,5
# 好きだ,嫌いだ
# ハンバーガー = ラーメン > チャーハン = カレー = ピザ
ハンバーガー,1,ラーメン,1,チャーハン,3,カレー,3,ピザ,3
# 脂っこい,脂っこくない
# ピザ > ハンバーガー = ラーメン > チャーハン = カレー
ピザ,1,ハンバーガー,2,ラーメン,2,チャーハン,4,カレー,4
# 高価だ,安価だ
# エアコン > 洗濯機 > プリンタ = カーナビ = カメラ
エアコン,1,洗濯機,2,プリンタ,3,カーナビ,3,カメラ,3
# うるさい,静かだ
# 洗濯機 > プリンタ > カーナビ = カメラ = エアコン
洗濯機,1,プリンタ,2,カーナビ,3,カメラ,3,エアコン,3
# 好きだ,嫌いだ
# 晴天 > 雨 > 雪 = 雷 = 霧 = 強風 = 霜
晴天,1,雨,2,雪,3,雷,3,霧,3,強風,3,霜,3
# 珍しい,珍しくない
# 雷 = 霧 = 霜 > 雨 = 雪 = 強風 = 晴天
雷,1,霧,1,霜,1,雨,4,雪,4,強風,4,晴天,4
# 好きだ,嫌いだ
# 牛肉 > 豚肉 > 鶏肉 = ラム肉 = 馬肉
牛肉,1,豚肉,2,鶏肉,3,ラム肉,3,馬肉,3
# 高価だ,安価だ
# 牛肉 > 馬肉 > 豚肉 = 鶏肉 = ラム肉
牛肉,1,馬肉,2,豚肉,3,鶏肉,3,ラム肉,3
# 有名だ,無名だ
# 銀閣寺 = 薬師寺 = 中尊寺 > 増上寺 > 東寺 > 善光寺
銀閣寺,1,薬師寺,1,中尊寺,1,増上寺,4,東寺,5,善光寺,6
# 立派だ,立派でない
# 銀閣寺 > 善光寺 > 薬師寺 = 中尊寺 = 増上寺 = 東寺
銀閣寺,1,善光寺,2,薬師寺,3,中尊寺,3,増上寺,3,東寺,3
# メジャーだ,マイナーだ
# 野球 > 相撲 > 卓球 = バスケ = テニス = バレー = サッカー
野球,1,相撲,2,卓球,3,バスケ,3,テニス,3,バレー,3,サッカー,3
# 得意だ,苦手だ
# 野球 > バスケ > サッカー > 卓球 = テニス = バレー = 相撲
野球,1,バスケ,2,サッカー,3,卓球,4,テニス,4,バレー,4,相撲,4
# 快適だ,不快だ
# 飛行機 = 新幹線 > 電車 > タクシー = バス
飛行機,1,新幹線,1,電車,3,タクシー,4,バス,4
# 速い,遅い
# 飛行機 > 新幹線 > 電車 > タクシー > バス
飛行機,1,新幹線,2,電車,3,タクシー,4,バス,5
# 安全だ,危険だ
# 電車 > 飛行機 = 新幹線 = タクシー > バス
電車,1,飛行機,2,新幹線,2,タクシー,2,バス,5
# 可愛い,可愛くない
# 北乃きい > 優香 = 南明奈 = 吹石一恵 > 友近 = 梨花 = 釈由美子
北乃きい,1,優香,2,南明奈,2,吹石一恵,2,友近,5,梨花,5,釈由美子,5
# 面白い,つまらない
# 南明奈 > 優香 > 北乃きい > 友近 > 梨花 = 釈由美子 > 吹石一恵
南明奈,1,優香,2,北乃きい,3,友近,4,梨花,5,釈由美子,5,吹石一恵,7
# 甘い,甘くない
# ショートケーキ = ロールケーキ = チョコレートケーキ = シフォンケーキ > チーズケーキ
ショートケーキ,1,ロールケーキ,1,チョコレートケーキ,1,シフォンケーキ,1,チーズケーキ,5
# 好きだ,嫌いだ
# ショートケーキ > チーズケーキ > ロールケーキ = チョコレートケーキ = シフォンケーキ
ショートケーキ,1,チーズケーキ,2,ロールケーキ,3,チョコレートケーキ,3,シフォンケーキ,3
# 美味しい,不味い
# マカロン = スコーン > ベーグル > マフィン > カステラ
マカロン,1,スコーン,1,ベーグル,3,マフィン,4,カステラ,5
# おしゃれだ,おしゃれでない
# マカロン > ベーグル = マフィン = カステラ > スコーン
マカロン,1,ベーグル,2,マフィン,2,カステラ,2,スコーン,5
# 美味しい,不味い
# オレンジジュース > ココア > 紅茶 > 抹茶 > 緑茶
