# 大きい,小さい
# 白鳥 = ペンギン = ふくろう > にわとり > すずめ
白鳥,1,ペンギン,1,ふくろう,1,にわとり,4,すずめ,5
# 可愛い,可愛くない
# にわとり = ペンギン = ふくろう = すずめ > 白鳥
にわとり,1,ペンギン,1,ふくろう,1,すずめ,1,白鳥,5
# ヘルシーだ,ヘルシーでない
# もやし > きゅうり = 玉ねぎ = 白菜 = ナス = ほうれん草 > かぼちゃ
もやし,1,きゅうり,2,玉ねぎ,2,白菜,2,ナス,2,ほうれん草,2,かぼちゃ,7
# 美味しい,不味い
# きゅうり = もやし = 玉ねぎ = 白菜 > かぼちゃ = ナス > ほうれん草
きゅうり,1,もやし,1,玉ねぎ,1,白菜,1,かぼちゃ,5,ナス,5,ほうれん草,7
# 甘い,甘くない
# ぶどう > イチゴ = みかん > メロン = さくらんぼ > 柿 = りんご
ぶどう,1,イチゴ,2,みかん,2,メロン,4,さくらんぼ,4,柿,6,りんご,6
# 大きい,小さい
# メロン > りんご > みかん > 柿 = ぶどう > イチゴ > さくらんぼ
メロン,1,りんご,2,みかん,3,柿,4,ぶどう,4,イチゴ,6,さくらんぼ,7
# かしこい,ばかだ
# クジラ > 熊 > ライオン > 犬 > ネズミ
クジラ,1,熊,2,ライオン,3,犬,4,ネズミ,5
# 大きい,小さい
# クジラ >> 熊 > ライオン > 犬 > ネズミ
クジラ,1,熊,2,ライオン,3,犬,4,ネズミ,5
# 上品だ,下品だ
# パール = オパール > サファイア = ガーネット = ターコイズ
パール,1,オパール,1,サファイア,3,ガーネット,3,ターコイズ,3
# 珍しい,珍しくない
# オパール > サファイア > ガーネット = ターコイズ > パール
オパール,1,サファイア,2,ガーネット,3,ターコイズ,3,パール,5
# 優雅だ,優雅でない
# ハープ > チェロ = フルート = ヴァイオリン > クラリネット
ハープ,1,チェロ,2,フルート,2,ヴァイオリン,2,クラリネット,5
# 心地よい,不快だ
# ハープ > チェロ = フルート = ヴァイオリン = クラリネット
ハープ,1,チェロ,2,フルート,2,ヴァイオリン,2,クラリネット,2
# 綺麗だ,醜い
# サクラ > すずらん = たんぽぽ > 桔梗 > ひまわり
サクラ,1,すずらん,2,たんぽぽ,2,桔梗,4,ひまわり,5
# 好きだ,嫌いだ
# サクラ >> すずらん = たんぽぽ > 桔梗 > ひまわり
サクラ,1,すずらん,2,たんぽぽ,2,桔梗,4,ひまわり,5
# 美味しい,不味い
# サンマルク = タリーズ = コメダ = ルノアール > ドトール
サンマルク,1,タリーズ,1,コメダ,1,ルノアール,1,ドトール,5
# 高い,安い
# コメダ = ルノアール > サンマルク = タリーズ > ドトール
コメダ,1,ルノアール,1,サンマルク,3,タリーズ,3,ドトール,5
# 好調だ,不調だ
# 日立製作所 = キャノン > ソニー > パナソニック = 東芝 = 富士通 = エプソン
日立製作所,1,キャノン,1,ソニー,3,パナソニック,4,東芝,4,富士通,4,エプソン,4
# 新しい,古い
# エプソン = ソニー = パナソニック > 東芝 = 富士通 > キャノン > 日立製作所
エプソン,1,ソニー,1,パナソニック,1,東芝,4,富士通,4,キャノン,6,日立製作所,7
# 裕福だ,貧乏だ
# アメリカ = 中国 >> ロシア = インド = イギリス = スペイン > タイ
アメリカ,1,中国,1,ロシア,3,インド,3,イギリス,3,スペイン,3,タイ,7
# 広大だ,せまい
# ロシア = アメリカ = 中国 >> タイ = インド > イギリス = スペイン
ロシア,1,アメリカ,1,中国,1,タイ,4,インド,4,イギリス,6,スペイン,6
# 暖かい,寒い
# タイ = インド = スペイン > イギリス = アメリカ = 中国 >> ロシア
タイ,1,インド,1,スペイン,1,イギリス,4,アメリカ,4,中国,4,ロシア,7
# 好調だ,不調だ
# トヨタ > ホンダ = マツダ = ダイハツ > ヤマハ
トヨタ,1,ホンダ,2,マツダ,2,ダイハツ,2,ヤマハ,5
# 有名だ,無名だ
# トヨタ > ホンダ > マツダ = ダイハツ > ヤマハ
トヨタ,1,ホンダ,2,マツダ,3,ダイハツ,3,ヤマハ,5
# 美味しい,不味い
# チューハイ > ハイボール = ビール > ウイスキー >> 日本酒
チューハイ,1,ハイボール,2,ビール,2,ウイスキー,4,日本酒,5
# 高価だ,安価だ
# ウイスキー = 日本酒 > ビール > チューハイ = ハイボール
ウイスキー,1,日本酒,1,ビール,3,チューハイ,4,ハイボール,4
# 好きだ,嫌いだ
# ハンバーガー = ラーメン = チャーハン = カレー = ピザ
ハンバーガー,1,ラーメン,1,チャーハン,1,カレー,1,ピザ,1
# 脂っこい,脂っこくない
# ピザ = ラーメン > ハンバーガー > チャーハン = カレー
ピザ,1,ラーメン,1,ハンバーガー,3,チャーハン,4,カレー,4
# 高価だ,安価だ
# 洗濯機 > エアコン = カメラ > カーナビ = プリンタ
洗濯機,1,エアコン,2,カメラ,2,カーナビ,4,プリンタ,4
# うるさい,静かだ
# 洗濯機 > エアコン > プリンタ = カメラ > カーナビ
洗濯機,1,エアコン,2,プリンタ,3,カメラ,3,カーナビ,5
# 好きだ,嫌いだ
# 晴天 = 雷 > 霧 = 強風 > 雨 = 霜 = 雪
晴天,1,雷,1,霧,3,強風,3,雨,5,霜,5,雪,5
# 珍しい,珍しくない
# 霜 = 雷 = 霧 > 強風 > 晴天 > 雨 = 雪
霜,1,雷,1,霧,1,強風,4,晴天,5,雨,6,雪,6
# 好きだ,嫌いだ
# ラム肉 > 牛肉 = 豚肉 = 鶏肉 > 馬肉
ラム肉,1,牛肉,2,豚肉,2,鶏肉,2,馬肉,5
# 高価だ,安価だ
# 馬肉 > 牛肉 = ラム肉 > 豚肉 > 鶏肉
馬肉,1,牛肉,2,ラム肉,2,豚肉,4,鶏肉,5
# 有名だ,無名だ
# 銀閣寺 > 善光寺 > 薬師寺 = 中尊寺 > 増上寺 = 東寺
