# 大きい,小さい
# ペンギン > 白鳥 > にわとり > ふくろう >> すずめ
ペンギン,1,白鳥,2,にわとり,3,ふくろう,4,すずめ,5
# 可愛い,可愛くない
# ペンギン = ふくろう >> すずめ = 白鳥 > にわとり
ペンギン,1,ふくろう,1,すずめ,3,白鳥,3,にわとり,5
# ヘルシーだ,ヘルシーでない
# ほうれん草 = きゅうり = もやし = 玉ねぎ = 白菜 >> ナス > かぼちゃ
ほうれん草,1,きゅうり,1,もやし,1,玉ねぎ,1,白菜,1,ナス,6,かぼちゃ,7
# 美味しい,不味い
# 玉ねぎ > ほうれん草 = 白菜 = ナス = かぼちゃ >> きゅうり = もやし
玉ねぎ,1,ほうれん草,2,白菜,2,ナス,2,かぼちゃ,2,きゅうり,6,もやし,6
# 甘い,甘くない
# メロン > イチゴ = みかん = りんご = さくらんぼ >> 柿 = ぶどう
メロン,1,イチゴ,2,みかん,2,りんご,2,さくらんぼ,2,柿,6,ぶどう,6
# 大きい,小さい
# メロン > りんご > みかん = 柿 > イチゴ > さくらんぼ = ぶどう
メロン,1,りんご,2,みかん,3,柿,3,イチゴ,5,さくらんぼ,6,ぶどう,6
# かしこい,ばかだ
# 熊 > 犬 > クジラ = ライオン >> ネズミ
熊,1,犬,2,クジラ,3,ライオン,3,ネズミ,5
# 大きい,小さい
# クジラ >> 熊 > ライオン >> 犬 >> ネズミ
クジラ,1,熊,2,ライオン,3,犬,4,ネズミ,5
# 上品だ,下品だ
# サファイア > ガーネット > パール = オパール = ターコイズ
サファイア,1,ガーネット,2,パール,3,オパール,3,ターコイズ,3
# 珍しい,珍しくない
# サファイア >> オパール > パール = ガーネット = ターコイズ
サファイア,1,オパール,2,パール,3,ガーネット,3,ターコイズ,3
# 優雅だ,優雅でない
# ハープ > チェロ = フルート = クラリネット > ヴァイオリン
ハープ,1,チェロ,2,フルート,2,クラリネット,2,ヴァイオリン,5
# 心地よい,不快だ
# ハープ >> フルート > チェロ = ヴァイオリン = クラリネット
ハープ,1,フルート,2,チェロ,3,ヴァイオリン,3,クラリネット,3
# 綺麗だ,醜い
# サクラ = 桔梗 = すずらん > ひまわり > たんぽぽ
サクラ,1,桔梗,1,すずらん,1,ひまわり,4,たんぽぽ,5
# 好きだ,嫌いだ
# サクラ = 桔梗 = すずらん > ひまわり > たんぽぽ
サクラ,1,桔梗,1,すずらん,1,ひまわり,4,たんぽぽ,5
# 美味しい,不味い
# コメダ >> ドトール > ルノアール = サンマルク = タリーズ
コメダ,1,ドトール,2,ルノアール,3,サンマルク,3,タリーズ,3
# 高い,安い
# コメダ >> ドトール = サンマルク = タリーズ = ルノアール
コメダ,1,ドトール,2,サンマルク,2,タリーズ,2,ルノアール,2
# 好調だ,不調だ
# 日立製作所 >> ソニー = パナソニック = キャノン = エプソン > 東芝 = 富士通
日立製作所,1,ソニー,2,パナソニック,2,キャノン,2,エプソン,2,東芝,6,富士通,6
# 新しい,古い
# キャノン = エプソン > ソニー = パナソニック >> 東芝 = 富士通 = 日立製作所
キャノン,1,エプソン,1,ソニー,3,パナソニック,3,東芝,5,富士通,5,日立製作所,5
# 裕福だ,貧乏だ
# アメリカ >> イギリス = ロシア = 中国 >> タイ = インド = スペイン
アメリカ,1,イギリス,2,ロシア,2,中国,2,タイ,5,インド,5,スペイン,5
# 広大だ,せまい
# ロシア = アメリカ >> 中国 > インド >> イギリス > スペイン > タイ
ロシア,1,アメリカ,1,中国,3,インド,4,イギリス,5,スペイン,6,タイ,7
# 暖かい,寒い
# インド >> タイ = スペイン > アメリカ = 中国 > イギリス >> ロシア
インド,1,タイ,2,スペイン,2,アメリカ,4,中国,4,イギリス,6,ロシア,7
# 好調だ,不調だ
# トヨタ = ホンダ = マツダ >> ヤマハ = ダイハツ
トヨタ,1,ホンダ,1,マツダ,1,ヤマハ,4,ダイハツ,4
# 有名だ,無名だ
# トヨタ = ホンダ > マツダ = ダイハツ >> ヤマハ
トヨタ,1,ホンダ,1,マツダ,3,ダイハツ,3,ヤマハ,5
# 美味しい,不味い
# ウイスキー = ハイボール > 日本酒 = チューハイ >> ビール
ウイスキー,1,ハイボール,1,日本酒,3,チューハイ,3,ビール,5
# 高価だ,安価だ
# ウイスキー = 日本酒 >> ビール >> ハイボール = チューハイ
ウイスキー,1,日本酒,1,ビール,3,ハイボール,4,チューハイ,4
# 好きだ,嫌いだ
# ハンバーガー = カレー = ピザ > ラーメン = チャーハン
ハンバーガー,1,カレー,1,ピザ,1,ラーメン,4,チャーハン,4
# 脂っこい,脂っこくない
# ピザ > ラーメン >> ハンバーガー > チャーハン = カレー
ピザ,1,ラーメン,2,ハンバーガー,3,チャーハン,4,カレー,4
# 高価だ,安価だ
# カメラ >> カーナビ > 洗濯機 = エアコン > プリンタ
カメラ,1,カーナビ,2,洗濯機,3,エアコン,3,プリンタ,5
# うるさい,静かだ
# プリンタ = 洗濯機 >> エアコン >> カーナビ = カメラ
プリンタ,1,洗濯機,1,エアコン,3,カーナビ,4,カメラ,4
# 好きだ,嫌いだ
# 晴天 > 雪 > 雨 >> 雷 = 霧 = 強風 = 霜
晴天,1,雪,2,雨,3,雷,4,霧,4,強風,4,霜,4
# 珍しい,珍しくない
# 雷 = 霧 > 雨 = 雪 = 強風 = 霜 = 晴天
雷,1,霧,1,雨,3,雪,3,強風,3,霜,3,晴天,3
# 好きだ,嫌いだ
# 牛肉 = 豚肉 = 鶏肉 > ラム肉 = 馬肉
牛肉,1,豚肉,1,鶏肉,1,ラム肉,4,馬肉,4
# 高価だ,安価だ
# 牛肉 = 馬肉 > 豚肉 > 鶏肉 = ラム肉
牛肉,1,馬肉,1,豚肉,3,鶏肉,4,ラム肉,4
# 有名だ,無名だ
# 銀閣寺 = 薬師寺 = 東寺 > 善光寺 > 中尊寺 = 増上寺
銀閣寺,1,薬師寺,1,東寺,1,善光寺,4,中尊寺,5,増上寺,5
# 立派だ,立派でない
# 銀閣寺 > 善光寺 = 薬師寺 = 中尊寺 > 増上寺 = 東寺
銀閣寺,1,善光寺,2,薬師寺,2,中尊寺,2,増上寺,5,東寺,5
# メジャーだ,マイナーだ
