# 大きい,小さい
# ペンギン > 白鳥 = にわとり = ふくろう >> すずめ
ペンギン,1,白鳥,2,にわとり,2,ふくろう,2,すずめ,5
# 可愛い,可愛くない
# ペンギン > すずめ = ふくろう = 白鳥 > にわとり
ペンギン,1,すずめ,2,ふくろう,2,白鳥,2,にわとり,5
# ヘルシーだ,ヘルシーでない
# ほうれん草 = きゅうり = もやし = ナス = 白菜 > かぼちゃ = 玉ねぎ
ほうれん草,1,きゅうり,1,もやし,1,ナス,1,白菜,1,かぼちゃ,6,玉ねぎ,6
# 美味しい,不味い
# もやし = 玉ねぎ = かぼちゃ > 白菜 = ナス > ほうれん草 >> きゅうり
もやし,1,玉ねぎ,1,かぼちゃ,1,白菜,4,ナス,4,ほうれん草,6,きゅうり,7
# 甘い,甘くない
# イチゴ > ぶどう = みかん = りんご = メロン > 柿 = さくらんぼ
イチゴ,1,ぶどう,2,みかん,2,りんご,2,メロン,2,柿,6,さくらんぼ,6
# 大きい,小さい
# メロン >> みかん = 柿 = りんご > イチゴ = ぶどう > さくらんぼ
メロン,1,みかん,2,柿,2,りんご,2,イチゴ,5,ぶどう,5,さくらんぼ,7
# かしこい,ばかだ
# 犬 = ライオン > ネズミ > クジラ = 熊
犬,1,ライオン,1,ネズミ,3,クジラ,4,熊,4
# 大きい,小さい
# クジラ >> 熊 = ライオン > 犬 >> ネズミ
クジラ,1,熊,2,ライオン,2,犬,4,ネズミ,5
# 上品だ,下品だ
# パール = ガーネット = オパール > ターコイズ = サファイア
パール,1,ガーネット,1,オパール,1,ターコイズ,4,サファイア,4
# 珍しい,珍しくない
# サファイア = オパール > ターコイズ = ガーネット > パール
サファイア,1,オパール,1,ターコイズ,3,ガーネット,3,パール,5
# 優雅だ,優雅でない
# チェロ = フルート = ハープ = クラリネット > ヴァイオリン
チェロ,1,フルート,1,ハープ,1,クラリネット,1,ヴァイオリン,5
# 心地よい,不快だ
# チェロ = ハープ > クラリネット = フルート >> ヴァイオリン
チェロ,1,ハープ,1,クラリネット,3,フルート,3,ヴァイオリン,5
# 綺麗だ,醜い
# サクラ = ひまわり = 桔梗 = すずらん = たんぽぽ
サクラ,1,ひまわり,1,桔梗,1,すずらん,1,たんぽぽ,1
# 好きだ,嫌いだ
# サクラ = 桔梗 = ひまわり = すずらん = たんぽぽ
サクラ,1,桔梗,1,ひまわり,1,すずらん,1,たんぽぽ,1
# 美味しい,不味い
# コメダ > サンマルク > ドトール > タリーズ > ルノアール
コメダ,1,サンマルク,2,ドトール,3,タリーズ,4,ルノアール,5
# 高い,安い
# コメダ = ドトール = サンマルク = タリーズ > ルノアール
コメダ,1,ドトール,1,サンマルク,1,タリーズ,1,ルノアール,5
# 好調だ,不調だ
# ソニー = パナソニック = 東芝 = キャノン = エプソン = 富士通 = 日立製作所
ソニー,1,パナソニック,1,東芝,1,キャノン,1,エプソン,1,富士通,1,日立製作所,1
# 新しい,古い
# ソニー = パナソニック = キャノン > 東芝 = 富士通 = 日立製作所 = エプソン
ソニー,1,パナソニック,1,キャノン,1,東芝,4,富士通,4,日立製作所,4,エプソン,4
# 裕福だ,貧乏だ
# タイ = インド = イギリス = ロシア = スペイン = アメリカ > 中国
タイ,1,インド,1,イギリス,1,ロシア,1,スペイン,1,アメリカ,1,中国,7
# 広大だ,せまい
# タイ = インド = イギリス = ロシア = スペイン = アメリカ = 中国
タイ,1,インド,1,イギリス,1,ロシア,1,スペイン,1,アメリカ,1,中国,1
# 暖かい,寒い
# インド = タイ = スペイン > アメリカ = イギリス = 中国 >> ロシア
インド,1,タイ,1,スペイン,1,アメリカ,4,イギリス,4,中国,4,ロシア,7
# 好調だ,不調だ
# トヨタ > ホンダ = ヤマハ = マツダ = ダイハツ
トヨタ,1,ホンダ,2,ヤマハ,2,マツダ,2,ダイハツ,2
# 有名だ,無名だ
# トヨタ = ホンダ > ヤマハ = ダイハツ = マツダ
トヨタ,1,ホンダ,1,ヤマハ,3,ダイハツ,3,マツダ,3
# 美味しい,不味い
# ビール > チューハイ > ハイボール = ウイスキー >> 日本酒
ビール,1,チューハイ,2,ハイボール,3,ウイスキー,3,日本酒,5
# 高価だ,安価だ
# 日本酒 = ウイスキー > ビール = ハイボール = チューハイ
日本酒,1,ウイスキー,1,ビール,3,ハイボール,3,チューハイ,3
# 好きだ,嫌いだ
# ハンバーガー = ラーメン = チャーハン = カレー = ピザ
ハンバーガー,1,ラーメン,1,チャーハン,1,カレー,1,ピザ,1
# 脂っこい,脂っこくない
# ハンバーガー = ラーメン = カレー = ピザ > チャーハン
ハンバーガー,1,ラーメン,1,カレー,1,ピザ,1,チャーハン,5
# 高価だ,安価だ
# カメラ = カーナビ > 洗濯機 = プリンタ = エアコン
カメラ,1,カーナビ,1,洗濯機,3,プリンタ,3,エアコン,3
# うるさい,静かだ
# 洗濯機 = プリンタ > エアコン > カーナビ >> カメラ
洗濯機,1,プリンタ,1,エアコン,3,カーナビ,4,カメラ,5
# 好きだ,嫌いだ
# 雪 = 晴天 > 雨 >> 雷 = 霧 = 霜 = 強風
雪,1,晴天,1,雨,3,雷,4,霧,4,霜,4,強風,4
# 珍しい,珍しくない
# 霜 = 雪 > 強風 > 雷 > 晴天 = 雨 = 霧
霜,1,雪,1,強風,3,雷,4,晴天,5,雨,5,霧,5
# 好きだ,嫌いだ
# 鶏肉 > 牛肉 = 豚肉 > ラム肉 = 馬肉
鶏肉,1,牛肉,2,豚肉,2,ラム肉,4,馬肉,4
# 高価だ,安価だ
# ラム肉 = 馬肉 > 牛肉 = 豚肉 > 鶏肉
ラム肉,1,馬肉,1,牛肉,3,豚肉,3,鶏肉,5
# 有名だ,無名だ
# 銀閣寺 = 薬師寺 = 東寺 > 善光寺 = 中尊寺 = 増上寺
銀閣寺,1,薬師寺,1,東寺,1,善光寺,4,中尊寺,4,増上寺,4
# 立派だ,立派でない
# 銀閣寺 = 善光寺 = 薬師寺 = 中尊寺 = 増上寺 = 東寺
銀閣寺,1,善光寺,1,薬師寺,1,中尊寺,1,増上寺,1,東寺,1
# メジャーだ,マイナーだ
# 卓球 = バスケ = テニス = バレー = サッカー = 野球 = 相撲
卓球,1,バスケ,1,テニス,1,バレー,1,サッカー,1,野球,1,相撲,1
# 得意だ,苦手だ
# 卓球 > バスケ = テニス = バレー = サッカー = 野球 = 相撲
卓球,1,バスケ,2,テニス,2,バレー,2,サッカー,2,野球,2,相撲,2
# 快適だ,不快だ
# 飛行機 = 新幹線 > 電車 = タクシー = バス
飛行機,1,新幹線,1,電車,3,タクシー,3,バス,3
# 速い,遅い
# 新幹線 > 飛行機 >> タクシー = 電車 > バス
新幹線,1,飛行機,2,タクシー,3,電車,3,バス,5
# 安全だ,危険だ
# 飛行機 = タクシー = バス > 新幹線 = 電車
飛行機,1,タクシー,1,バス,1,新幹線,4,電車,4
# 可愛い,可愛くない
# 北乃きい > 梨花 = 釈由美子 = 優香 = 南明奈 > 友近 = 吹石一恵
北乃きい,1,梨花,2,釈由美子,2,優香,2,南明奈,2,友近,6,吹石一恵,6
# 面白い,つまらない
# 友近 > 優香 > 梨花 = 南明奈 = 釈由美子 > 吹石一恵 = 北乃きい
友近,1,優香,2,梨花,3,南明奈,3,釈由美子,3,吹石一恵,6,北乃きい,6
# 甘い,甘くない
# チョコレートケーキ = ショートケーキ = ロールケーキ > チーズケーキ = シフォンケーキ
チョコレートケーキ,1,ショートケーキ,1,ロールケーキ,1,チーズケーキ,4,シフォンケーキ,4
# 好きだ,嫌いだ
# ショートケーキ = チーズケーキ = チョコレートケーキ > シフォンケーキ > ロールケーキ
ショートケーキ,1,チーズケーキ,1,チョコレートケーキ,1,シフォンケーキ,4,ロールケーキ,5
# 美味しい,不味い
# ベーグル = マフィン = カステラ > スコーン >> マカロン
ベーグル,1,マフィン,1,カステラ,1,スコーン,4,マカロン,5
# おしゃれだ,おしゃれでない
# マカロン > スコーン = ベーグル = マフィン > カステラ
マカロン,1,スコーン,2,ベーグル,2,マフィン,2,カステラ,5
# 美味しい,不味い
# 抹茶 = 緑茶 = 紅茶 > オレンジジュース = ココア
抹茶,1,緑茶,1,紅茶,1,オレンジジュース,4,ココア,4
# 好きだ,嫌いだ
# カツカレー = お好み焼き = 牛タン = 讃岐うどん > 串かつ
カツカレー,1,お好み焼き,1,牛タン,1,讃岐うどん,1,串かつ,5
# 高価だ,安価だ
# 牛タン > 讃岐うどん = お好み焼き = カツカレー = 串かつ
牛タン,1,讃岐うどん,2,お好み焼き,2,カツカレー,2,串かつ,2
# 暖かい,寒い
# 沖縄 > 名古屋 >> 東京 = 大阪 = 神戸 > 福岡 > 札幌
沖縄,1,名古屋,2,東京,3,大阪,3,神戸,3,福岡,6,札幌,7
# 遠い,近い
