# 大きい,小さい
# 白鳥 > ペンギン > ふくろう > にわとり > すずめ
白鳥,1,ペンギン,2,ふくろう,3,にわとり,4,すずめ,5
# 可愛い,可愛くない
# ペンギン >> すずめ > ふくろう > にわとり > 白鳥
ペンギン,1,すずめ,2,ふくろう,3,にわとり,4,白鳥,5
# ヘルシーだ,ヘルシーでない
# ほうれん草 > 玉ねぎ > かぼちゃ > きゅうり > 白菜 > ナス > もやし
ほうれん草,1,玉ねぎ,2,かぼちゃ,3,きゅうり,4,白菜,5,ナス,6,もやし,7
# 美味しい,不味い
# かぼちゃ > ナス > 白菜 > きゅうり > 玉ねぎ > ほうれん草 > もやし
かぼちゃ,1,ナス,2,白菜,3,きゅうり,4,玉ねぎ,5,ほうれん草,6,もやし,7
# 甘い,甘くない
# イチゴ > ぶどう > みかん > メロン > りんご > さくらんぼ > 柿
イチゴ,1,ぶどう,2,みかん,3,メロン,4,りんご,5,さくらんぼ,6,柿,7
# 大きい,小さい
# メロン > 柿 > りんご > ぶどう > みかん > イチゴ > さくらんぼ
メロン,1,柿,2,りんご,3,ぶどう,4,みかん,5,イチゴ,6,さくらんぼ,7
# かしこい,ばかだ
# クジラ > ライオン > 犬 > ネズミ > 熊
クジラ,1,ライオン,2,犬,3,ネズミ,4,熊,5
# 大きい,小さい
# クジラ >> ライオン > 熊 > 犬 > ネズミ
クジラ,1,ライオン,2,熊,3,犬,4,ネズミ,5
# 上品だ,下品だ
# サファイア > ガーネット > パール > オパール > ターコイズ
サファイア,1,ガーネット,2,パール,3,オパール,4,ターコイズ,5
# 珍しい,珍しくない
# ターコイズ > オパール > パール > ガーネット > サファイア
ターコイズ,1,オパール,2,パール,3,ガーネット,4,サファイア,5
# 優雅だ,優雅でない
# ハープ > フルート > チェロ > ヴァイオリン > クラリネット
ハープ,1,フルート,2,チェロ,3,ヴァイオリン,4,クラリネット,5
# 心地よい,不快だ
# ハープ > フルート > ヴァイオリン > クラリネット > チェロ
ハープ,1,フルート,2,ヴァイオリン,3,クラリネット,4,チェロ,5
# 綺麗だ,醜い
# サクラ > 桔梗 > ひまわり > たんぽぽ > すずらん
サクラ,1,桔梗,2,ひまわり,3,たんぽぽ,4,すずらん,5
# 好きだ,嫌いだ
# サクラ >> 桔梗 > ひまわり > たんぽぽ > すずらん
サクラ,1,桔梗,2,ひまわり,3,たんぽぽ,4,すずらん,5
# 美味しい,不味い
# コメダ >> ドトール > ルノアール > サンマルク > タリーズ
コメダ,1,ドトール,2,ルノアール,3,サンマルク,4,タリーズ,5
# 高い,安い
# ルノアール > コメダ > ドトール > タリーズ > サンマルク
ルノアール,1,コメダ,2,ドトール,3,タリーズ,4,サンマルク,5
# 好調だ,不調だ
# 富士通 > パナソニック > 日立製作所 > ソニー > キャノン > エプソン > 東芝
富士通,1,パナソニック,2,日立製作所,3,ソニー,4,キャノン,5,エプソン,6,東芝,7
# 新しい,古い
# エプソン > キャノン > ソニー > パナソニック > 富士通 > 東芝 > 日立製作所
エプソン,1,キャノン,2,ソニー,3,パナソニック,4,富士通,5,東芝,6,日立製作所,7
# 裕福だ,貧乏だ
# イギリス > アメリカ > ロシア > スペイン > 中国 > インド > タイ
イギリス,1,アメリカ,2,ロシア,3,スペイン,4,中国,5,インド,6,タイ,7
# 広大だ,せまい
# ロシア >> アメリカ > 中国 > スペイン > イギリス > インド > タイ
ロシア,1,アメリカ,2,中国,3,スペイン,4,イギリス,5,インド,6,タイ,7
# 暖かい,寒い
# インド > タイ > 中国 > イギリス > アメリカ > スペイン > ロシア
インド,1,タイ,2,中国,3,イギリス,4,アメリカ,5,スペイン,6,ロシア,7
# 好調だ,不調だ
# トヨタ > ホンダ > ヤマハ > マツダ > ダイハツ
トヨタ,1,ホンダ,2,ヤマハ,3,マツダ,4,ダイハツ,5
# 有名だ,無名だ
# トヨタ > ホンダ > ヤマハ > ダイハツ > マツダ
トヨタ,1,ホンダ,2,ヤマハ,3,ダイハツ,4,マツダ,5
# 美味しい,不味い
# ビール > 日本酒 > チューハイ > ハイボール > ウイスキー
ビール,1,日本酒,2,チューハイ,3,ハイボール,4,ウイスキー,5
# 高価だ,安価だ
# ウイスキー > 日本酒 > ビール > ハイボール > チューハイ
ウイスキー,1,日本酒,2,ビール,3,ハイボール,4,チューハイ,5
# 好きだ,嫌いだ
# ラーメン > ハンバーガー > チャーハン > カレー > ピザ
ラーメン,1,ハンバーガー,2,チャーハン,3,カレー,4,ピザ,5
# 脂っこい,脂っこくない
# ハンバーガー > チャーハン > ラーメン > ピザ > カレー
ハンバーガー,1,チャーハン,2,ラーメン,3,ピザ,4,カレー,5
# 高価だ,安価だ
# 洗濯機 > エアコン > カーナビ > カメラ > プリンタ
洗濯機,1,エアコン,2,カーナビ,3,カメラ,4,プリンタ,5
# うるさい,静かだ
# 洗濯機 > プリンタ > エアコン > カメラ > カーナビ
洗濯機,1,プリンタ,2,エアコン,3,カメラ,4,カーナビ,5
# 好きだ,嫌いだ
# 晴天 > 霜 > 霧 > 雪 > 雨 > 雷 > 強風
晴天,1,霜,2,霧,3,雪,4,雨,5,雷,6,強風,7
# 珍しい,珍しくない
# 霜 > 霧 > 雪 > 雷 > 強風 > 晴天 > 雨
霜,1,霧,2,雪,3,雷,4,強風,5,晴天,6,雨,7
# 好きだ,嫌いだ
# 牛肉 > 豚肉 > 馬肉 > 鶏肉 > ラム肉
牛肉,1,豚肉,2,馬肉,3,鶏肉,4,ラム肉,5
# 高価だ,安価だ
# 牛肉 > 馬肉 > 豚肉 > 鶏肉 > ラム肉
牛肉,1,馬肉,2,豚肉,3,鶏肉,4,ラム肉,5
# 有名だ,無名だ
# 銀閣寺 > 中尊寺 > 善光寺 > 薬師寺 > 東寺 > 増上寺
銀閣寺,1,中尊寺,2,善光寺,3,薬師寺,4,東寺,5,増上寺,6
# 立派だ,立派でない
# 善光寺 > 銀閣寺 > 中尊寺 > 薬師寺 > 増上寺 > 東寺
善光寺,1,銀閣寺,2,中尊寺,3,薬師寺,4,増上寺,5,東寺,6
# メジャーだ,マイナーだ
# 野球 > サッカー > テニス > 相撲 > バスケ > 卓球 > バレー
野球,1,サッカー,2,テニス,3,相撲,4,バスケ,5,卓球,6,バレー,7
# 得意だ,苦手だ
# テニス > 卓球 > サッカー > バスケ > バレー > 野球 > 相撲
テニス,1,卓球,2,サッカー,3,バスケ,4,バレー,5,野球,6,相撲,7
# 快適だ,不快だ
# 新幹線 > タクシー > 電車 > バス > 飛行機
新幹線,1,タクシー,2,電車,3,バス,4,飛行機,5
# 速い,遅い
# 飛行機 >> 新幹線 > 電車 > タクシー > バス
飛行機,1,新幹線,2,電車,3,タクシー,4,バス,5
# 安全だ,危険だ
# 飛行機 > 新幹線 > 電車 > バス > タクシー
飛行機,1,新幹線,2,電車,3,バス,4,タクシー,5
# 可愛い,可愛くない
# 北乃きい > 釈由美子 > 南明奈 > 梨花 > 友近 > 優香 > 吹石一恵
北乃きい,1,釈由美子,2,南明奈,3,梨花,4,友近,5,優香,6,吹石一恵,7
# 面白い,つまらない
# 釈由美子 > 友近 > 南明奈 > 梨花 = 優香 > 吹石一恵 > 北乃きい
釈由美子,1,友近,2,南明奈,3,梨花,4,優香,4,吹石一恵,6,北乃きい,7
# 甘い,甘くない
# チョコレートケーキ > ショートケーキ > シフォンケーキ > ロールケーキ > チーズケーキ
チョコレートケーキ,1,ショートケーキ,2,シフォンケーキ,3,ロールケーキ,4,チーズケーキ,5
# 好きだ,嫌いだ
# ショートケーキ > チーズケーキ > ロールケーキ > シフォンケーキ > チョコレートケーキ
ショートケーキ,1,チーズケーキ,2,ロールケーキ,3,シフォンケーキ,4,チョコレートケーキ,5
# 美味しい,不味い
# ベーグル > マカロン > マフィン > スコーン > カステラ
ベーグル,1,マカロン,2,マフィン,3,スコーン,4,カステラ,5
# おしゃれだ,おしゃれでない
# マカロン > ベーグル > マフィン > カステラ > スコーン
マカロン,1,ベーグル,2,マフィン,3,カステラ,4,スコーン,5
# 美味しい,不味い
# 緑茶 > 紅茶 > オレンジジュース > ココア >> 抹茶
緑茶,1,紅茶,2,オレンジジュース,3,ココア,4,抹茶,5
# 好きだ,嫌いだ
# 串かつ > 牛タン > カツカレー > お好み焼き > 讃岐うどん
串かつ,1,牛タン,2,カツカレー,3,お好み焼き,4,讃岐うどん,5
# 高価だ,安価だ
# 牛タン > 串かつ > お好み焼き > カツカレー > 讃岐うどん
牛タン,1,串かつ,2,お好み焼き,3,カツカレー,4,讃岐うどん,5
# 暖かい,寒い
# 沖縄 >> 福岡 > 神戸 > 大阪 > 東京 > 名古屋 > 札幌
沖縄,1,福岡,2,神戸,3,大阪,4,東京,5,名古屋,6,札幌,7
# 遠い,近い
# 沖縄 > 札幌 > 福岡 > 神戸 > 大阪 > 名古屋 > 東京
沖縄,1,札幌,2,福岡,3,神戸,4,大阪,5,名古屋,6,東京,7
# ヘルシーだ,ヘルシーでない
# スペイン料理 > タイ料理 > 韓国料理 > インド料理 > 中華料理
スペイン料理,1,タイ料理,2,韓国料理,3,インド料理,4,中華料理,5
# 辛い,辛くない
