# 大きい,小さい
# 白鳥 > ペンギン > ふくろう > にわとり > すずめ
白鳥,1,ペンギン,2,ふくろう,3,にわとり,4,すずめ,5
# 可愛い,可愛くない
# ペンギン > すずめ = ふくろう > 白鳥 >> にわとり
ペンギン,1,すずめ,2,ふくろう,2,白鳥,4,にわとり,5
# ヘルシーだ,ヘルシーでない
# ほうれん草 = 白菜 > きゅうり = もやし > ナス > 玉ねぎ = かぼちゃ
ほうれん草,1,白菜,1,きゅうり,3,もやし,3,ナス,5,玉ねぎ,6,かぼちゃ,6
# 美味しい,不味い
# かぼちゃ > ナス > ほうれん草 > 玉ねぎ > きゅうり = もやし = 白菜
かぼちゃ,1,ナス,2,ほうれん草,3,玉ねぎ,4,きゅうり,5,もやし,5,白菜,5
# 甘い,甘くない
# メロン > さくらんぼ = 柿 > ぶどう > みかん > イチゴ = りんご
メロン,1,さくらんぼ,2,柿,2,ぶどう,4,みかん,5,イチゴ,6,りんご,6
# 大きい,小さい
# メロン > りんご > ぶどう > 柿 = みかん > イチゴ > さくらんぼ
メロン,1,りんご,2,ぶどう,3,柿,4,みかん,4,イチゴ,6,さくらんぼ,7
# かしこい,ばかだ
# クジラ > ネズミ > 熊 = ライオン > 犬
クジラ,1,ネズミ,2,熊,3,ライオン,3,犬,5
# 大きい,小さい
# クジラ >> 熊 > ライオン > 犬 > ネズミ
クジラ,1,熊,2,ライオン,3,犬,4,ネズミ,5
# 上品だ,下品だ
# パール > サファイア > オパール > ガーネット > ターコイズ
パール,1,サファイア,2,オパール,3,ガーネット,4,ターコイズ,5
# 珍しい,珍しくない
# オパール > サファイア > ガーネット > ターコイズ > パール
オパール,1,サファイア,2,ガーネット,3,ターコイズ,4,パール,5
# 優雅だ,優雅でない
# ハープ > フルート = ヴァイオリン > チェロ > クラリネット
ハープ,1,フルート,2,ヴァイオリン,2,チェロ,4,クラリネット,5
# 心地よい,不快だ
# フルート > ヴァイオリン > ハープ > チェロ > クラリネット
フルート,1,ヴァイオリン,2,ハープ,3,チェロ,4,クラリネット,5
# 綺麗だ,醜い
# 桔梗 > サクラ > すずらん >> ひまわり > たんぽぽ
桔梗,1,サクラ,2,すずらん,3,ひまわり,4,たんぽぽ,5
# 好きだ,嫌いだ
# サクラ > 桔梗 >> すずらん = たんぽぽ >> ひまわり
サクラ,1,桔梗,2,すずらん,3,たんぽぽ,3,ひまわり,5
# 美味しい,不味い
# コメダ > タリーズ > サンマルク >> ドトール > ルノアール
コメダ,1,タリーズ,2,サンマルク,3,ドトール,4,ルノアール,5
# 高い,安い
# コメダ > ルノアール > タリーズ > サンマルク > ドトール
コメダ,1,ルノアール,2,タリーズ,3,サンマルク,4,ドトール,5
# 好調だ,不調だ
# パナソニック > 富士通 > ソニー = エプソン > 日立製作所 > 東芝 > キャノン
パナソニック,1,富士通,2,ソニー,3,エプソン,3,日立製作所,5,東芝,6,キャノン,7
# 新しい,古い
# パナソニック > ソニー > 東芝 > 富士通 > エプソン > 日立製作所 = キャノン
パナソニック,1,ソニー,2,東芝,3,富士通,4,エプソン,5,日立製作所,6,キャノン,6
# 裕福だ,貧乏だ
# 中国 > アメリカ > ロシア > スペイン > イギリス > インド > タイ
中国,1,アメリカ,2,ロシア,3,スペイン,4,イギリス,5,インド,6,タイ,7
# 広大だ,せまい
# ロシア > アメリカ = 中国 > インド > タイ > イギリス = スペイン
ロシア,1,アメリカ,2,中国,2,インド,4,タイ,5,イギリス,6,スペイン,6
# 暖かい,寒い
# タイ = インド > 中国 > アメリカ > スペイン = イギリス > ロシア
タイ,1,インド,1,中国,3,アメリカ,4,スペイン,5,イギリス,5,ロシア,7
# 好調だ,不調だ
# トヨタ = ホンダ >> マツダ = ダイハツ >> ヤマハ
トヨタ,1,ホンダ,1,マツダ,3,ダイハツ,3,ヤマハ,5
# 有名だ,無名だ
# トヨタ = ホンダ >> マツダ = ダイハツ >> ヤマハ
トヨタ,1,ホンダ,1,マツダ,3,ダイハツ,3,ヤマハ,5
# 美味しい,不味い
# チューハイ > 日本酒 > ハイボール > ウイスキー >> ビール
チューハイ,1,日本酒,2,ハイボール,3,ウイスキー,4,ビール,5
# 高価だ,安価だ
# ウイスキー > 日本酒 >> ハイボール = チューハイ > ビール
ウイスキー,1,日本酒,2,ハイボール,3,チューハイ,3,ビール,5
