# 大きい,小さい
# 白鳥 > ペンギン > ふくろう > にわとり > すずめ
白鳥,1,ペンギン,2,ふくろう,3,にわとり,4,すずめ,5
# 可愛い,可愛くない
# すずめ > ペンギン > ふくろう >> にわとり > 白鳥
すずめ,1,ペンギン,2,ふくろう,3,にわとり,4,白鳥,5
# ヘルシーだ,ヘルシーでない
# ほうれん草 > 玉ねぎ > かぼちゃ > もやし > 白菜 > ナス > きゅうり
ほうれん草,1,玉ねぎ,2,かぼちゃ,3,もやし,4,白菜,5,ナス,6,きゅうり,7
# 美味しい,不味い
# ナス > 玉ねぎ > ほうれん草 > もやし > 白菜 > きゅうり > かぼちゃ
ナス,1,玉ねぎ,2,ほうれん草,3,もやし,4,白菜,5,きゅうり,6,かぼちゃ,7
# 甘い,甘くない
# メロン > 柿 > さくらんぼ > イチゴ > ぶどう > りんご > みかん
メロン,1,柿,2,さくらんぼ,3,イチゴ,4,ぶどう,5,りんご,6,みかん,7
# 大きい,小さい
# メロン > りんご > ぶどう > 柿 > みかん > イチゴ > さくらんぼ
メロン,1,りんご,2,ぶどう,3,柿,4,みかん,5,イチゴ,6,さくらんぼ,7
# かしこい,ばかだ
# 熊 >> ネズミ > 犬 > ライオン > クジラ
熊,1,ネズミ,2,犬,3,ライオン,4,クジラ,5
# 大きい,小さい
# クジラ >> 熊 > ライオン > 犬 > ネズミ
クジラ,1,熊,2,ライオン,3,犬,4,ネズミ,5
# 上品だ,下品だ
# パール > ターコイズ > オパール > サファイア > ガーネット
パール,1,ターコイズ,2,オパール,3,サファイア,4,ガーネット,5
# 珍しい,珍しくない
# ターコイズ > ガーネット > オパール > サファイア > パール
ターコイズ,1,ガーネット,2,オパール,3,サファイア,4,パール,5
# 優雅だ,優雅でない
# ハープ > チェロ > ヴァイオリン > フルート > クラリネット
ハープ,1,チェロ,2,ヴァイオリン,3,フルート,4,クラリネット,5
# 心地よい,不快だ
# チェロ > ハープ > ヴァイオリン > クラリネット > フルート
チェロ,1,ハープ,2,ヴァイオリン,3,クラリネット,4,フルート,5
# 綺麗だ,醜い
# サクラ > 桔梗 > すずらん > ひまわり > たんぽぽ
サクラ,1,桔梗,2,すずらん,3,ひまわり,4,たんぽぽ,5
# 好きだ,嫌いだ
# サクラ > ひまわり > すずらん > 桔梗 > たんぽぽ
サクラ,1,ひまわり,2,すずらん,3,桔梗,4,たんぽぽ,5
# 美味しい,不味い
# ドトール > サンマルク > タリーズ > コメダ > ルノアール
ドトール,1,サンマルク,2,タリーズ,3,コメダ,4,ルノアール,5
# 高い,安い
# コメダ > タリーズ > ドトール > ルノアール > サンマルク
コメダ,1,タリーズ,2,ドトール,3,ルノアール,4,サンマルク,5
# 好調だ,不調だ
# ソニー > パナソニック > 日立製作所 > 富士通 > キャノン > エプソン > 東芝
ソニー,1,パナソニック,2,日立製作所,3,富士通,4,キャノン,5,エプソン,6,東芝,7
# 新しい,古い
# エプソン > 富士通 > キャノン > ソニー > 日立製作所 > 東芝 > パナソニック
エプソン,1,富士通,2,キャノン,3,ソニー,4,日立製作所,5,東芝,6,パナソニック,7
# 裕福だ,貧乏だ
